trainFc,NoiseStd,Time,NumSamples,Epochs,HiddenCount,mae,mse,r2,r
traingd,0,4.882109,943,1000,100,0.556496567318923,0.451726358993721,-0.210762252555954,0.622133194941689
traingd,0,0.1104844,943,10,300,6.88152130033027,68.1581268335719,-0.59757853979106,-0.055696657166
traingd,0,0.118419,943,50,300,5.96024486720853,57.2078327513633,-0.00263672937859338,0.0561201879034443
traingd,0,0.1138186,943,100,300,8.01531539695465,84.9013626577407,-1.03236587282362,0.0221284723891281
traingd,0,0.113098,943,200,300,5.40301129597901,37.9319219386337,-0.0406980605386025,0.0339398627359704
traingd,0,0.0628416,943,1000,300,6.06106458176257,56.5290950500839,-0.329165306519325,0.0786239890239704
traingd,0.1,0.0615344,189,10,5,0.750798331769255,0.808206662478588,-5.1597104015071,0.0279596991116851
traingd,0.1,0.2101788,189,50,5,0.613111714669848,0.493836964058267,-6.30706371984744,0.0346382750117393
traingd,0.1,0.3277592,189,100,5,0.631120358635545,0.533980678096596,-5.4429361619114,0.0732774964269005
traingd,0.1,0.6439906,189,200,5,0.616087341174535,0.499169391773175,-6.13932295376129,0.102546775128089
traingd,0.1,2.9822212,189,1000,5,0.591631387314317,0.502195308596055,-3.75252991515804,0.182868810315062
traingd,0.1,0.0623946,189,10,10,0.675241852515874,0.674892028374304,-1.56962133262832,-0.0335643908247783
traingd,0.1,0.3358624,189,50,10,0.644777695391558,0.592505533498666,-2.9421305497286,0.0914922127017689
traingd,0.1,0.5198116,189,100,10,0.679497429927821,0.628514068474794,-3.00453141834662,0.0733057189948076
traingd,0.1,0.6544308,189,200,10,0.606884261454655,0.524770200480022,-3.3047542886117,0.0996718440853106
traingd,0.1,3.724173,189,1000,10,0.671926592343501,0.66062439276363,-2.35679447389616,0.175461540148367
traingd,0.1,0.0688914,189,10,20,0.803837767129846,0.939123645151354,-1.00154055914171,0.0210793831341972
traingd,0.1,0.1704798,189,50,20,0.806789147469249,1.03580224109971,-0.46204186716461,0.0760731034203467
traingd,0.1,0.3100752,189,100,20,0.6876243468643,0.681537517962563,-1.56490116596429,0.0643702540995306
traingd,0.1,0.595709,189,200,20,0.613444003222231,0.54344223434791,-1.42249275773482,0.0787655838536378
traingd,0.1,2.5787146,189,1000,20,0.470623242205895,0.356533125072377,-1.29356792187816,0.470289544056544
traingd,0.1,0.0545072,189,10,50,1.52016171756828,3.36851533484429,-0.343285823672443,0.0128439102052938
traingd,0.1,0.179977,189,50,50,1.06319067690181,1.49820248873152,-0.686960529708299,0.0179736345927674
traingd,0.1,0.3417988,189,100,50,0.847744026057263,1.07078537875478,-0.370925611279561,0.140482934052827
traingd,0.1,0.526418,189,200,50,0.664562580809221,0.666152746820061,-0.822846274169456,0.217999348747431
traingd,0.1,3.3994956,189,1000,50,0.378232236577469,0.2315176111087,0.208493005750999,0.621512986274479
traingd,0.1,0.0546674,189,10,100,1.54848156120762,3.53018904798127,-0.198459714415294,0.0276487257131528
traingd,0.1,0.1678942,189,50,100,1.04710449477035,1.58938108358091,-0.329832797289159,0.0960495334596513
traingd,0.1,0.3091512,189,100,100,0.986411643930239,1.36006769798658,-0.196099312462068,0.223463308196475
traingd,0.1,0.5950416,189,200,100,0.677179859154619,0.73621362011271,-0.07334049822897,0.356196473185599
traingd,0.1,2.879893,189,1000,100,0.457437210916003,0.370556277934955,0.175136917374562,0.6450503137852
traingd,0.1,0.0437964,189,10,300,4.37550319508042,27.2454803079893,-0.264378284577084,-0.0392100124590063
traingd,0.1,0.0436944,189,50,300,3.79853947768325,20.3344332415272,-0.369855385357232,0.0292598155479445
traingd,0.1,0.0435444,189,100,300,18.7290862709738,438.46421009322,-0.0121494104565116,-0.0814415622373183
traingd,0.1,0.0436766,189,200,300,6.03121950304077,48.6560956800253,-0.0730498475064629,-0.0241380221307162
traingd,0.1,0.0449092,189,1000,300,5.28832567777466,43.9568231896637,-0.0567374081059873,0.0785500745900731
traingd,0.1,0.054265,315,10,5,0.772238954552908,0.888192517696695,-1.73337072752006,-0.0151851379613071
traingd,0.1,0.1665724,315,50,5,0.757519488348291,0.790987281743128,-2.13036182606074,0.0337143108205003
traingd,0.1,0.2665008,315,100,5,0.624582618261053,0.526173816183738,-9.47542476711836,0.0752155022666278
traingd,0.1,0.4509814,315,200,5,0.620269745512624,0.507684435259704,-5.11791134319111,0.131986938189088
traingd,0.1,2.0075482,315,1000,5,0.608024147357494,0.478131901085635,-23.4424528058,0.139596778195696
traingd,0.1,0.0541466,315,10,10,0.795470159246073,0.903996270012316,-1.64962091688216,0.00955252820192904
traingd,0.1,0.166555,315,50,10,0.726927984652246,0.7106617278075,-1.90131855245743,0.0700831461569531
traingd,0.1,0.3060458,315,100,10,0.632671860099233,0.551987373522133,-3.87378282005855,0.0551947385417538
traingd,0.1,0.5865828,315,200,10,0.636876197007888,0.569072518141221,-4.4151175108248,0.0623308662631629
traingd,0.1,1.8368318,315,1000,10,0.596410571091844,0.46589738483501,-12.8582407894894,0.171435353474382
traingd,0.1,0.0537352,315,10,20,1.17228748703759,2.1642895985467,-0.495126455526201,-0.0249918781790591
traingd,0.1,0.165825,315,50,20,0.613996060700953,0.554703452038433,-1.34578216327248,0.229720715351871
traingd,0.1,0.3056574,315,100,20,0.688523381314318,0.710932181810622,-1.50744372528065,0.170763042368637
traingd,0.1,0.5884164,315,200,20,0.605821369811311,0.51598894331381,-1.66811665330476,0.24202101136371
traingd,0.1,2.8457146,315,1000,20,0.499597107635385,0.37965519577285,-2.14470927719572,0.49479241082059
traingd,0.1,0.0539708,315,10,50,1.13761784730743,2.19503809899083,-0.283502348848407,-0.0244359694938624
traingd,0.1,0.1657948,315,50,50,0.923304051755426,1.24935922853555,-0.511439036738575,0.126231006270209
traingd,0.1,0.305631,315,100,50,0.813293972708803,1.0419603365559,-0.598586229834193,0.0973241574920762
traingd,0.1,0.5877016,315,200,50,0.722226322416149,0.779168220305036,-1.39361149976956,0.206176993604274
traingd,0.1,2.847097,315,1000,50,0.379681771513413,0.21995375474828,0.0417248664628204,0.69405741673446
traingd,0.1,0.0544186,315,10,100,1.50300192554707,3.39971181861327,-0.0145822222153489,0.0476797824554447
traingd,0.1,0.1665458,315,50,100,1.07174375809275,1.71741445469192,-0.323419637997594,0.160602711689893
traingd,0.1,0.3067784,315,100,100,0.858761653999132,1.16332211088679,0.0315679563164777,0.238805661584912
traingd,0.1,0.589101,315,200,100,0.712986984427298,0.835765366107278,-0.103210462765576,0.275043901389061
traingd,0.1,2.8571864,315,1000,100,0.47810703394503,0.374523403812219,0.124637431896973,0.642435989852543
traingd,0.1,0.0444106,315,10,300,9.21876386459864,114.684589188523,-0.0366285380038682,-0.16792883466348
traingd,0.1,0.0440614,315,50,300,8.15969197733221,105.38013112314,-1.30909794419322,-0.0265769728118189
traingd,0.1,0.0439748,315,100,300,11.9526494617042,194.470654800457,-0.064118775058013,0.0373553126664061
traingd,0.1,0.0440534,315,200,300,18.0960679317644,412.895141111771,-0.57363281934604,0.0392999905011064
traingd,0.1,0.0444634,315,1000,300,7.42096762549472,77.3167680635093,-1.86401028895244,0.0112749369367374
traingd,0.1,0.0544824,943,10,5,1.08613599223811,1.63233998823687,-0.842339344472752,-0.0678624043723223
traingd,0.1,0.1653158,943,50,5,0.795307794110348,0.907735207277747,-1.52165396448969,0.00807681272171847
traingd,0.1,0.3043312,943,100,5,0.627129379103884,0.51499689359275,-17.6315662500738,0.0145854917586201
traingd,0.1,0.491452,943,200,5,0.604707156976954,0.472721053914499,-12.6590035785015,0.0788203178146286
traingd,0.1,2.4209236,943,1000,5,0.586002534766265,0.457880905776196,-15.7646952755132,0.207273273176276
traingd,0.1,0.0541146,943,10,10,0.985488136160294,1.33919232862479,-0.432104311474606,0.0748635731478922
traingd,0.1,0.1658846,943,50,10,0.719275303388288,0.758243591362762,-1.40734214960117,0.0512273598064452
traingd,0.1,0.3052152,943,100,10,0.736229765395424,0.754932287306692,-1.32750936170153,0.081529238576388
traingd,0.1,0.589968,943,200,10,0.621849262235248,0.523608148007768,-5.00762869733755,0.168566249652372
traingd,0.1,2.853082,943,1000,10,0.581784324889337,0.45365328049048,-10.9453782237593,0.231005381987061
traingd,0.1,0.0546078,943,10,20,0.938778841957691,1.46851515931059,-1.02868410583927,-0.049763892391311
traingd,0.1,0.167233,943,50,20,0.762713027945453,0.932562084985432,-1.06518999035789,0.0109665036683018
traingd,0.1,0.3094338,943,100,20,0.69129612459478,0.650178718583863,-1.91862005608956,0.0741863676055392
traingd,0.1,0.5989644,943,200,20,0.570700145435946,0.477087078207448,-1.37790060190422,0.184178619506059
traingd,0.1,2.889151,943,1000,20,0.499764287294764,0.367602803867777,-3.35867315569879,0.525554123178047
traingd,0.1,0.0546898,943,10,50,1.44121053964997,3.44440481809892,-0.0609940507563158,-0.016701664081981
traingd,0.1,0.1679,943,50,50,0.885022942228555,1.1809610788582,-0.668808630126304,0.079469296227778
traingd,0.1,0.3082218,943,100,50,0.806654147620135,1.01135215683893,-0.200399893381444,0.158196633659719
traingd,0.1,0.5966156,943,200,50,0.75421877570803,0.842563291547818,-1.18790691845696,0.280936582642935
traingd,0.1,2.89799,943,1000,50,0.408789819633629,0.255819178755226,-0.103537572890277,0.67900194717574
traingd,0.1,0.0558738,943,10,100,1.78425263715803,4.67806746261705,-0.142825752754677,-0.0489184470009484
traingd,0.1,0.1712912,943,50,100,1.11019474189344,1.79520611212399,-0.472463372060861,0.148587851751944
traingd,0.1,0.3166486,943,100,100,0.844522990496345,1.12167243100331,-0.236218444667711,0.18873427866788
traingd,0.1,0.6093076,943,200,100,0.780819467197775,0.905938894370095,-0.178832740909757,0.239946890165635
traingd,0.1,2.9569382,943,1000,100,0.413810478904252,0.252792195642716,0.456877175281062,0.711568090633895
traingd,0.1,0.0476294,943,10,300,9.4182300367346,111.324393308493,-0.321454439541053,-0.00951947047949983
traingd,0.1,0.0474786,943,50,300,10.2562163712131,176.376430134709,-0.297419974048946,-0.0450254623139659
traingd,0.1,0.0474046,943,100,300,7.70627535509935,88.0419034638346,-0.0212724389334795,0.00883386279430244
traingd,0.1,0.0475118,943,200,300,13.5962761412528,215.16669791226,-0.0548306602995525,-0.0763851356309893
traingd,0.1,0.0476234,943,1000,300,19.787363977889,467.168218288131,0.00461684295757658,0.0520301895156045
traingd,0.2,0.0545108,189,10,5,0.723735554960001,0.74889801448879,-3.4842107677739,0.0685680238864806
traingd,0.2,0.1587444,189,50,5,0.689257048567448,0.635218560425995,-7.90649694668301,0.0754622991775474
traingd,0.2,0.2680976,189,100,5,0.67910701725614,0.61719421914004,-10.0505647501556,0.0909468177124013
traingd,0.2,0.2996346,189,200,5,0.611410674640145,0.531058143152263,-8.69687514310067,0.168746265920648
traingd,0.2,1.2555262,189,1000,5,0.609328493649507,0.513007150690963,-11.3920509028895,0.156340790357508
traingd,0.2,0.0542102,189,10,10,0.702154340106752,0.713219453583483,-2.07101195078143,-0.0348889506747203
traingd,0.2,0.167032,189,50,10,0.659507537878728,0.664301673436857,-1.918859201994,0.0318016127872725
traingd,0.2,0.2649394,189,100,10,0.6288830136836,0.53344182389485,-6.9664777134118,0.0955065397764643
traingd,0.2,0.4895574,189,200,10,1.03974984803628,1.56468684425748,-0.673563038177274,0.14319158101296
traingd,0.2,1.5463704,189,1000,10,0.569851708411021,0.479320673060245,-5.69227910564673,0.215785775442887
traingd,0.2,0.0545432,189,10,20,1.10384430689536,1.70698721684468,-0.700728889568321,-0.0557574274326922
traingd,0.2,0.1671516,189,50,20,0.861144503180073,1.07959279235152,-0.891608997194982,0.154614998342694
traingd,0.2,0.3089182,189,100,20,0.782316823571375,0.871511322009964,-2.0653820506594,0.136825607561117
traingd,0.2,0.5937362,189,200,20,0.633100085712689,0.605452991480458,-0.764181179093184,0.100916904588219
traingd,0.2,2.509536,189,1000,20,0.499776234642304,0.388581301113127,-2.14612170015449,0.484466003724981
traingd,0.2,0.0562288,189,10,50,1.21605236963426,2.42713627794273,-0.13214997273814,0.0799921097864961
traingd,0.2,0.1681496,189,50,50,0.971397651669726,1.41317013219591,-0.730173579066089,0.142053817774728
traingd,0.2,0.3129632,189,100,50,0.879939890316353,1.19899236617947,-0.940677246782966,0.106015085963299
traingd,0.2,0.5968394,189,200,50,0.729971198128947,0.789421659903516,-0.826776659704217,0.30732924221043
traingd,0.2,2.920495,189,1000,50,0.454189795899306,0.342639447404859,-0.0581506483417977,0.623514459975761
traingd,0.2,0.0668636,189,10,100,1.66780882473807,4.47000156011475,-0.0580966896084876,-0.0466244944689238
traingd,0.2,0.2087862,189,50,100,1.19609086244722,2.45307646680743,-0.232873844424218,0.0991840265991521
traingd,0.2,0.4859548,189,100,100,0.863383332564582,1.16120108466909,-0.028869782899964,0.206326373900471
traingd,0.2,1.0574546,189,200,100,0.657879676578766,0.700180128136209,-0.0228350360381495,0.219307510393546
traingd,0.2,3.3867034,189,1000,100,0.521738843420254,0.52719410256226,0.30776168253406,0.64947881362214
traingd,0.2,0.0445908,189,10,300,9.23697679031873,123.556719712374,-2.15873162088218,-0.0449577591111792
traingd,0.2,0.043511,189,50,300,5.33425085341812,41.3253146085971,-0.227919551267817,-0.0475326182087891
traingd,0.2,0.0435698,189,100,300,19.0631441997338,425.176824734052,-1.29765244008984,-0.0435119268033777
traingd,0.2,0.0442282,189,200,300,7.47584721778382,90.5545308175554,-0.00824664301050082,0.00898292299807663
traingd,0.2,0.0441976,189,1000,300,8.80067523887491,115.046734439319,-1.01756238863475,0.0774887164441852
traingd,0.2,0.05391,315,10,5,0.88736907667705,1.17175613204818,-1.38243864755244,-0.00437846478656427
traingd,0.2,0.1683348,315,50,5,0.679437669624096,0.675560834225065,-2.89724998581239,0.106005008482751
traingd,0.2,0.2521544,315,100,5,0.627759907106638,0.515913530514049,-20.873735792498,0.140390865222152
traingd,0.2,0.5012002,315,200,5,0.62270978662595,0.504398330589234,-12.1095527022096,0.106230422520601
traingd,0.2,1.7454842,315,1000,5,0.618103078196612,0.494339982199591,-15.7762620556696,0.154108251354952
traingd,0.2,0.0547128,315,10,10,0.754717632635844,0.867758583829169,-1.67794259445383,-0.0120652258625744
traingd,0.2,0.1672862,315,50,10,0.734601024516494,0.804580772812643,-1.47768232550972,0.0199519165417632
traingd,0.2,0.309546,315,100,10,0.67578738202837,0.637679912018602,-2.03281749892552,0.134872477722684
traingd,0.2,0.5947252,315,200,10,0.667268980673426,0.614679206418735,-3.2043541947741,0.123727626258512
traingd,0.2,1.487149,315,1000,10,0.607961068164974,0.487792013052611,-14.2142728925432,0.183215267490147
traingd,0.2,0.054571,315,10,20,0.823256429580604,1.06454371201684,-0.98053126864513,0.00513849167063736
traingd,0.2,0.1671154,315,50,20,0.68037451550253,0.667897995422886,-1.33137119003666,0.0733513004420345
traingd,0.2,0.3084874,315,100,20,0.771270520736692,0.847391152101917,-2.06639570373349,0.0723220221399779
traingd,0.2,0.5940568,315,200,20,0.621958442844904,0.590687087867345,-1.75865470865437,0.191667539918123
traingd,0.2,2.8852238,315,1000,20,0.540484592189135,0.422831516592896,-3.50227131296081,0.492614842299895
traingd,0.2,0.0537276,315,10,50,1.27033276333227,2.36142098390921,-0.130637880745625,0.0180456734164653
traingd,0.2,0.1664186,315,50,50,0.807308087693277,1.01171455706944,-0.0324696509696982,0.155663852954492
traingd,0.2,0.3075086,315,100,50,0.781419050772535,1.01005299672805,-0.100326153779091,0.125322335071357
traingd,0.2,0.5916724,315,200,50,0.741290295367,0.85033619308192,-0.933386003827239,0.186081491333563
traingd,0.2,2.8661944,315,1000,50,0.453851120617212,0.323920830547052,-0.220532077515044,0.635592345770142
traingd,0.2,0.054475,315,10,100,1.46878981298608,3.50493338161636,-0.147725554675545,0.110696869941112
traingd,0.2,0.1673436,315,50,100,0.97568476592058,1.45024127790639,-0.241975676920516,0.14604352355971
traingd,0.2,0.3082816,315,100,100,0.894734499137423,1.2524725171429,-0.221029084935841,0.295583492370809
traingd,0.2,0.5925854,315,200,100,0.778673354708269,0.91886255215439,-0.256756997757755,0.28502764438263
traingd,0.2,2.8759426,315,1000,100,0.480423763685596,0.355025991664089,0.0966051477633117,0.632880380746646
traingd,0.2,0.0443458,315,10,300,12.0051298271428,173.710310385712,-0.0187680636297842,0.0826742310828726
traingd,0.2,0.0445432,315,50,300,9.58352778808832,138.65622983444,-0.221723588411567,0.032616920635918
traingd,0.2,0.0444402,315,100,300,12.2902444801121,201.283794226526,-0.7460495816569,0.00246553046810396
traingd,0.2,0.0445148,315,200,300,7.18981924305188,71.1783256461639,-0.101866091191057,0.0849330892117014
traingd,0.2,0.044026,315,1000,300,7.92986420939511,85.5766416918731,-1.33962442675157,-0.0748834424401778
traingd,0.2,0.054717,943,10,5,0.901446095589306,1.15696617190042,-0.504767287082973,0.0532801196745731
traingd,0.2,0.1678228,943,50,5,0.727186067196662,0.749960817575944,-2.87311846361923,0.0220453078932744
traingd,0.2,0.3073846,943,100,5,0.614666083337558,0.52939191653771,-11.3297592143848,0.087061203432384
traingd,0.2,0.8900556,943,200,5,0.603753868273262,0.513701063806303,-9.79954959503478,0.110901597755678
traingd,0.2,2.435473,943,1000,5,0.610096385658074,0.500818369682229,-26.8774611972838,0.206682642453475
traingd,0.2,0.0561106,943,10,10,1.03411517410202,1.63323407099759,-0.479463946969279,0.0401182483856641
traingd,0.2,0.1664424,943,50,10,0.733182950964867,0.830692622338477,-1.36088876117836,0.0612372679972122
traingd,0.2,0.3076138,943,100,10,0.659066693845556,0.601103429646168,-2.00279070592516,0.112221266416313
traingd,0.2,0.5819576,943,200,10,0.626536551942103,0.520212247332757,-7.81280191425903,0.145862295924744
traingd,0.2,2.5439876,943,1000,10,0.600960492672779,0.492961569606714,-12.4686071827132,0.252963252184885
traingd,0.2,0.0542154,943,10,20,1.34666617759704,2.83885901030271,-0.362171124409593,-0.0321889444253384
traingd,0.2,0.167447,943,50,20,0.874427600566144,1.14733920471745,-0.637976634330906,0.0855681921986589
traingd,0.2,0.3071788,943,100,20,0.647288373431759,0.661904202137241,-0.962273060293175,0.2226290266291
traingd,0.2,0.5899308,943,200,20,0.646093013518425,0.5794154846012,-3.55901515682341,0.160994465864214
traingd,0.2,2.8831128,943,1000,20,0.507963003369564,0.383755084222485,-2.3989532316891,0.542490158824013
traingd,0.2,0.057082,943,10,50,1.61746380141117,3.94506690186775,-0.105713580575423,-0.0577577878994459
traingd,0.2,0.1737776,943,50,50,0.921843518251014,1.36581898310458,-0.203811776864706,0.179003237864284
traingd,0.2,0.3455388,943,100,50,0.860810797232372,1.09192239562313,-0.743285653774993,0.142908543678314
traingd,0.2,0.5952982,943,200,50,0.563918902967679,0.474488502641407,-0.56183064263896,0.230385900049587
traingd,0.2,2.8624484,943,1000,50,0.382590859373931,0.260829184817818,0.0702316021347721,0.722260469101414
traingd,0.2,0.0485646,943,10,100,8.47968995496366,112.554463078477,-0.666135168489647,0.0800875294439692
traingd,0.2,0.0454054,943,50,100,8.2112148614233,77.3785724312094,-0.00496979905030059,-0.047209719621984
